timestamp,open,high,low,close,volume
2021-03-01,260.82,266.65,257.9039,264.91,22157255
2021-02-26,256.47,265.55,256.47,257.62,26313472
2021-02-25,262.3,266.94,254.04,254.69,18430701
2021-02-24,262.325,266.38,258.39,264.31,15736123
2021-02-23,259.5,267.46,254.96,265.855,21924557
2021-02-22,257.95,263.07,257.53,260.33,17298474
2021-02-19,269.86,270.27,260.15,261.56,25622587
2021-02-18,269.565,271.95,266.03,269.39,15249134
2021-02-17,271.24,273.97,269.58,273.57,12619051
2021-02-16,270.8,276.6,270.05,273.97,15417243
2021-02-12,270.52,271.18,268.34,270.5,9097597
2021-02-11,271.89,273.58,268.49,270.39,12828572
2021-02-10,272.4465,273.7999,267.72,271.87,14188230
2021-02-09,266.44,273.39,265.75,269.45,14420322
2021-02-08,268.75,269.86,265.0,266.58,13755191
2021-02-05,266.8,269.17,265.67,268.1,12454367
2021-02-04,267.01,268.16,264.0,266.49,16059958
2021-02-03,265.62,269.2,263.84,266.65,14223377
2021-02-02,264.0,268.85,263.27,267.08,16964380
2021-02-01,259.52,264.17,254.91,262.01,22914255
2021-01-29,265.3,266.56,254.85,258.33,30389499
2021-01-28,277.18,286.79,264.7,265.0,37758844
2021-01-27,282.53,283.45,268.1201,272.14,35346194
2021-01-26,278.1398,285.39,277.81,282.05,19373636
2021-01-25,278.14,280.1,271.51,278.01,19086990
2021-01-22,272.01,278.47,272.0,274.5,21954042
2021-01-21,269.26,273.6,267.4901,272.87,20838687
2021-01-20,268.93,270.32,263.6,267.48,25199919
2021-01-19,256.9,262.2,252.7201,261.1,28028546
2021-01-15,247.9,253.86,247.16,251.36,24942930
2021-01-14,253.4,255.03,244.61,245.64,29739404
2021-01-13,251.55,253.95,249.2,251.64,19528938
2021-01-12,256.63,259.72,250.3,251.09,25772128
2021-01-11,260.48,263.47,255.9,256.84,30412286
2021-01-08,268.31,268.95,263.18,267.57,18528251
2021-01-07,265.9,271.61,264.78,268.74,15789756
2021-01-06,262.0,267.75,260.01,263.31,24354149
2021-01-05,268.29,272.4,268.2111,270.97,9871557
2021-01-04,274.78,275.0,265.2,268.94,15106113
2020-12-31,272.0,277.09,269.81,273.16,12900408
2020-12-30,277.95,278.08,271.71,271.87,11803795
2020-12-29,276.95,280.51,276.28,276.78,16382995
2020-12-28,268.74,277.3,265.66,277.0,23123385
2020-12-24,268.875,270.4,266.2,267.4,6702033
2020-12-23,266.89,272.1699,266.23,268.11,14329038
2020-12-22,271.5,271.5,264.63,267.09,17334999
2020-12-21,272.978,274.67,267.79,272.79,16553740
2020-12-18,275.775,278.0,271.14,276.4,26693249
2020-12-17,277.07,280.44,273.61,274.48,16377844
2020-12-16,274.76,277.86,272.51,275.67,15884999
2020-12-15,274.83,276.08,267.47,275.55,23979461
2020-12-14,273.3722,277.22,271.56,274.19,16376880
2020-12-11,274.53,276.48,270.25,273.55,14391401
2020-12-10,275.535,278.73,271.86,277.12,20065091
2020-12-09,283.66,287.63,271.75,277.92,25189707
2020-12-08,286.01,286.4272,281.55,283.4,10747650
2020-12-07,279.19,288.49,278.2,285.58,13007665
2020-12-04,280.3,283.46,279.3,279.7,10880299
2020-12-03,286.25,286.65,281.07,281.85,12921694
2020-12-02,285.36,291.78,280.825,287.52,17361624
2020-12-01,279.16,289.3,278.96,286.55,20602115
2020-11-30,276.03,277.7,271.01,276.97,16693336
2020-11-27,277.39,279.13,274.82,277.81,7808426
2020-11-25,278.14,280.18,272.65,275.59,12467009
2020-11-24,268.49,277.8199,267.87,276.92,16852501
2020-11-23,270.89,270.9471,264.53,268.43,20990786
2020-11-20,272.56,273.0,269.41,269.7,18122412
2020-11-19,271.025,273.47,269.19,272.94,12963658
2020-11-18,274.52,277.3889,271.84,271.97,12152945
2020-11-17,277.68,277.68,273.29,275.0,15040297
2020-11-16,275.05,279.41,274.63,278.96,12970352
2020-11-13,277.72,277.76,273.1,276.95,10400101
2020-11-12,277.18,279.75,274.43,275.08,12914206
2020-11-11,273.47,278.4,272.48,276.48,14956950
2020-11-10,273.1,274.0,264.0,272.43,29067691
2020-11-09,289.87,292.58,278.53,278.77,25117650
2020-11-06,293.95,294.6,288.06,293.41,13890974
2020-11-05,291.8965,297.38,288.95,294.68,23823633
2020-11-04,281.0,288.94,278.62,287.38,35364424
2020-11-03,263.16,270.05,260.88,265.3,17961859
2020-11-02,264.6,270.47,257.34,261.36,27165679
2020-10-30,274.5,276.7,259.1,263.11,47299002
2020-10-29,276.55,283.6,273.78,280.83,32368118
2020-10-28,278.79,278.79,267.26,267.67,23121808
2020-10-27,278.76,284.51,276.31,283.29,16287249
2020-10-26,283.16,285.23,274.26,277.11,21322925
2020-10-23,278.8024,285.24,276.82,284.79,17535155
2020-10-22,279.87,282.45,275.04,278.12,16720026
2020-10-21,279.56,283.05,276.37,278.73,28998638
2020-10-20,263.06,269.7,262.88,267.56,18763246
2020-10-19,265.53,268.55,259.88,261.4,13586955
2020-10-16,267.375,271.37,265.3,265.93,16622702
2020-10-15,267.6,269.04,263.67,266.72,15416064
2020-10-14,277.62,278.75,271.5,271.82,15601154
2020-10-13,277.58,279.1,273.39,276.14,18063343
2020-10-12,270.2,280.18,267.87,275.75,31019256
2020-10-09,264.52,264.75,262.17,264.45,14107803
2020-10-08,259.75,264.62,259.1488,263.76,16312762
2020-10-07,259.21,260.18,254.82,258.12,23133417
2020-10-06,261.78,265.69,258.24,258.66,18696917
